0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 127 127 127 254 254 254 254 254 127 127 127 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 202 202 404 404 606 606 606 606 606 606 606 404 404 202 202 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 254 254 389 389 657 657 795 795 795 795 804 804 804 657 657 649 519 384 254 127 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 202 404 606 811 1019 1019 1221 1426 1426 1426 1426 1426 1426 1426 1426 1426 1221 1016 1013 811 606 404 202 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 127 254 389 654 665 815 1113 1125 1133 1288 1432 1432 1432 1431 1435 1435 1435 1431 1274 1127 1115 963 943 660 522 381 127 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 606 814 1019 1221 1429 1632 1834 1834 2040 2240 2240 2240 2240 2240 2240 2242 2242 2242 2041 1836 1836 1628 1426 1221 1013 808 606 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 127 254 662 824 1107 1127 1436 1593 1605 1748 1904 1902 1902 2040 2038 2038 2038 2037 2037 2037 1880 1873 1735 1578 1435 1419 1119 954 804 514 381 127 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 202 814 1019 1426 1632 2037 2038 2447 2447 2652 2855 2858 2861 3064 3061 3061 3061 3061 3063 3062 2857 2857 2857 2649 2449 2446 2041 2038 1628 1423 1013 808 202 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 254 516 824 1107 1277 1587 1752 1905 2058 2051 2333 2330 2459 2458 2459 2465 2599 2599 2599 2596 2598 2448 2449 2453 2300 2301 2161 2011 1868 1572 1562 1260 1095 661 514 127 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 404 814 1224 1632 2035 2245 2651 2856 3061 3263 3267 3471 3471 3672 3876 3676 3877 3875 3875 3875 3875 3673 3872 3670 3468 3468 3264 3262 3059 2854 2651 2245 2038 1628 1218 808 404 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 254 651 824 1269 1448 1753 1910 2203 2346 2484 2636 2770 2788 2932 2941 3238 3091 3088 3226 3223 3227 3230 3080 3195 3193 3043 2897 2744 2734 2736 2445 2440 2149 2003 1710 1415 1236 808 514 127 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 404 1019 1427 1835 2240 2653 2853 3062 3468 3678 3878 3882 4284 4284 4486 4486 4685 4686 4688 4687 4687 4687 4685 4684 4684 4485 4485 4281 4278 3876 3874 3669 3464 3058 2856 2653 2244 1833 1420 1010 404 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 127 524 971 1420 1604 1909 2208 2346 2643 2800 3097 3109 3265 3427 3573 3568 3707 3704 3856 3863 3855 3853 3865 3706 3845 3837 3676 3675 3508 3511 3354 3209 3044 3026 2727 2590 2429 2284 1855 1555 1244 808 514 127 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 202 1016 1427 2040 2243 2857 3263 3472 3883 4287 4286 4688 4687 4887 4889 5093 5094 5296 5295 5496 5499 5498 5494 5497 5499 5498 5294 5293 5089 5091 4889 4889 4681 4683 4276 4276 3875 3464 3260 2857 2245 2036 1420 1010 202 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 127 389 959 1281 1754 2052 2359 2661 2955 3127 3423 3580 3746 3882 3873 4022 4171 4182 4328 4328 4465 4464 4443 4447 4451 4430 4431 4275 4282 4131 4272 4105 3968 3805 3787 3620 3491 3329 3028 2872 2575 2273 1990 1689 1379 939 384 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
